recordId,overviewUrl,collectionId,rapiOrderUrl,geometry,wkt,title,orderExecuteUrl,thumbnailUrl,metadataUrl,isGeorectified,collectionTitle,isOrderable,thisRecordUrl,Date du traitement,Type,Satellite,Mode de faisceau,Polarisation,Special Handling Required,Date,Info sur l'image,Beam Mnemonic,Special Handling Instructions,Métadonnées,ID de l'image
8036420,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=8036420&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.32455301961173, 45.08422176688666], [-77.21447176123823, 44.69916882985741], [-75.61895835823486, 44.9136741147365], [-75.7177222229019, 45.2991430281829], [-77.32455301961173, 45.08422176688666]]]}","POLYGON ((-77.3245530196117 45.0842217668867 0,-77.2144717612382 44.6991688298574 0,-75.6189583582349 44.9136741147365 0,-75.7177222229019 45.2991430281829 0,-77.3245530196117 45.0842217668867 0))",RCM2_OK1451026_PK1451196_1_SC30MCPB_20200816_225155_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=8036420,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-8036420&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=8036420&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/8036420,2021-01-07 19:35:46 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-16 22:51:54 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,859649_930609
7421841,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7421841&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.33146823464679, 45.10891536548217], [-77.21352566270018, 44.69650855437717], [-75.6173826204533, 44.91109431002825], [-75.72392242218528, 45.32385522800602], [-77.33146823464679, 45.10891536548217]]]}","POLYGON ((-77.3314682346468 45.1089153654822 0,-77.2135256627002 44.6965085543772 0,-75.6173826204533 44.9110943100282 0,-75.7239224221853 45.323855228006 0,-77.3314682346468 45.1089153654822 0))",RCM2_OK1155344_PK1209829_1_SC30MCPB_20200816_225155_CH_CV_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7421841,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7421841&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7421841&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7421841,2020-08-16 23:06:42 GMT,GRD,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-16 22:51:54 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,859649_930609
7413460,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7413460&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.1886509653055, 45.4333634966257], [-76.0854843099377, 45.04396466554036], [-74.47354284561597, 45.24232735757994], [-74.56524196875455, 45.63188185401552], [-76.1886509653055, 45.4333634966257]]]}","POLYGON ((-76.1886509653055 45.4333634966257 0,-76.0854843099377 45.0439646655404 0,-74.473542845616 45.2423273575799 0,-74.5652419687545 45.6318818540155 0,-76.1886509653055 45.4333634966257 0))",RCM1_OK1146838_PK1201828_1_SC30MCPC_20200812_225140_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7413460,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7413460&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7413460&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7413460,2020-08-12 22:54:48 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-12 22:51:45 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,829997_900900
8036583,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=8036583&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.3545492660739, 46.03079003461089], [-75.99979504541959, 44.69601913193515], [-74.39098213092873, 44.8951372170852], [-74.70599152905814, 46.2304628787141], [-76.3545492660739, 46.03079003461089]]]}","POLYGON ((-76.3545492660739 46.0307900346109 0,-75.9997950454196 44.6960191319352 0,-74.3909821309287 44.8951372170852 0,-74.7059915290581 46.2304628787141 0,-76.3545492660739 46.0307900346109 0))",RCM1_OK1451026_PK1451202_1_SC30MCPC_20200812_225140_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=8036583,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-8036583&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=8036583&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/8036583,2021-01-07 19:47:31 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-12 22:51:40 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,829997_900900
7413565,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7413565&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.35826966849413, 46.04481471492496], [-75.9989773172945, 44.69312311141226], [-74.38879442371655, 44.89241259784767], [-74.70922679139623, 46.24450363530237], [-76.35826966849413, 46.04481471492496]]]}","POLYGON ((-76.3582696684941 46.044814714925 0,-75.9989773172945 44.6931231114123 0,-74.3887944237165 44.8924125978477 0,-74.7092267913962 46.2445036353024 0,-76.3582696684941 46.044814714925 0))",RCM1_OK1155344_PK1201829_1_SC30MCPC_20200812_225140_CH_CV_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7413565,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7413565&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7413565&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7413565,2020-08-12 22:56:04 GMT,GRD,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-12 22:51:40 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,829997_900900
7397243,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7397243&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.0103059745186, 45.71378353161742], [-77.10992742588125, 45.32815064092644], [-75.49926590309914, 45.11280128701421], [-75.38806369387864, 45.49799853288796], [-77.0103059745186, 45.71378353161742]]]}","POLYGON ((-77.0103059745186 45.7137835316174 0,-77.1099274258813 45.3281506409264 0,-75.4992659030991 45.1128012870142 0,-75.3880636938786 45.497998532888 0,-77.0103059745186 45.7137835316174 0))",RCM1_OK1146838_PK1192732_1_SC30MCPB_20200807_111930_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7397243,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7397243&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7397243&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7397243,2020-08-07 11:22:47 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-07 11:19:51 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,815765_886670
8036590,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=8036590&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.96587395001207, 45.88690769875453], [-77.20444515692063, 44.96163501319094], [-75.60156289783964, 44.74627015216426], [-75.33527506508422, 45.67050384537995], [-76.96587395001207, 45.88690769875453]]]}","POLYGON ((-76.9658739500121 45.8869076987545 0,-77.2044451569206 44.9616350131909 0,-75.6015628978396 44.7462701521643 0,-75.3352750650842 45.6705038453799 0,-76.9658739500121 45.8869076987545 0))",RCM1_OK1451026_PK1451221_2_SC30MCPB_20200807_111930_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=8036590,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-8036590&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=8036590&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/8036590,2021-01-07 19:44:57 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-07 11:19:48 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,815765_886670
7397314,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7397314&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.96526999796535, 45.89006589373989], [-77.20706843822887, 44.95881800676618], [-75.60247971371346, 44.74322011716617], [-75.33442720717443, 45.67363164168209], [-76.96526999796535, 45.89006589373989]]]}","POLYGON ((-76.9652699979654 45.8900658937399 0,-77.2070684382289 44.9588180067662 0,-75.6024797137135 44.7432201171662 0,-75.3344272071744 45.6736316416821 0,-76.9652699979654 45.8900658937399 0))",RCM1_OK1155337_PK1192733_2_SC30MCPB_20200807_111930_CH_CV_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7397314,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7397314&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7397314&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7397314,2020-08-07 11:25:46 GMT,GRD,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-07 11:19:48 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,815765_886670
7397333,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7397333&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.81915559706471, 46.45505210023102], [-77.15831154329902, 45.14979042962183], [-75.55232910203478, 44.93458860967621], [-75.1733753891178, 46.23832895760711], [-76.81915559706471, 46.45505210023102]]]}","POLYGON ((-76.8191555970647 46.455052100231 0,-77.158311543299 45.1497904296218 0,-75.5523291020348 44.9345886096762 0,-75.1733753891178 46.2383289576071 0,-76.8191555970647 46.455052100231 0))",RCM1_OK1136356_PK1192730_1_SC30MCPB_20200807_111930_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7397333,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7397333&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7397333&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7397333,2020-08-07 11:24:08 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-08-07 11:19:39 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,815765_886670
7394624,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7394624&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.32605344914676, 45.33775693094383], [-76.6326263371923, 44.01845707002501], [-75.04725322472301, 43.81943297572671], [-74.70313605218175, 45.1382952816483], [-76.32605344914676, 45.33775693094383]]]}","POLYGON ((-76.3260534491468 45.3377569309438 0,-76.6326263371923 44.018457070025 0,-75.047253224723 43.8194329757267 0,-74.7031360521817 45.1382952816483 0,-76.3260534491468 45.3377569309438 0))",RCM1_OK1136356_PK1191244_1_SC30MCPC_20200806_111157_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7394624,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7394624&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7394624&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7394624,2020-08-06 11:15:41 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-06 11:11:57 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,815522_886410
8036578,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=8036578&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.32607960582347, 45.33774855859327], [-76.6325613216224, 44.01885119483464], [-75.04719911810945, 43.81983540387576], [-74.70318107530616, 45.13829485087933], [-76.32607960582347, 45.33774855859327]]]}","POLYGON ((-76.3260796058235 45.3377485585933 0,-76.6325613216224 44.0188511948346 0,-75.0471991181094 43.8198354038758 0,-74.7031810753062 45.1382948508793 0,-76.3260796058235 45.3377485585933 0))",RCM1_OK1451026_PK1451173_1_SC30MCPC_20200806_111157_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=8036578,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-8036578&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=8036578&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/8036578,2021-01-07 19:46:11 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-06 11:11:57 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,815522_886410
7394620,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7394620&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-76.32526220059165, 45.34140141708009], [-76.63471161460808, 44.01567230589735], [-75.04801274237728, 43.81648269754912], [-74.70217434254285, 45.14193101678668], [-76.32526220059165, 45.34140141708009]]]}","POLYGON ((-76.3252622005917 45.3414014170801 0,-76.6347116146081 44.0156723058973 0,-75.0480127423773 43.8164826975491 0,-74.7021743425428 45.1419310167867 0,-76.3252622005917 45.3414014170801 0))",RCM1_OK1155337_PK1191246_1_SC30MCPC_20200806_111157_CH_CV_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7394620,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7394620&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7394620&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7394620,2020-08-06 11:15:47 GMT,GRD,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath C,CH CV,false,2020-08-06 11:11:57 GMT,,SC30MCPC,"No special handling required, use per EULA.",dummy value,815522_886410
7340379,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7340379&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-80.35563227965132, 45.1252005941442], [-80.19077359325497, 44.58575120007672], [-75.72956613640332, 45.16577627278168], [-75.85236063153884, 45.70623419073558], [-80.35563227965132, 45.1252005941442]]]}","POLYGON ((-80.3556322796513 45.1252005941442 0,-80.190773593255 44.5857512000767 0,-75.7295661364033 45.1657762727817 0,-75.8523606315388 45.7062341907356 0,-80.3556322796513 45.1252005941442 0))",RCM3_OK1125632_PK1171491_1_SC50MA_20200716_230007_VV_VH_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7340379,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7340379&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7340379&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7340379,2020-07-17 00:45:39 GMT,GRD,RCM,ScanSAR 50m Resolution 350km Swath A,VH VV,false,2020-07-16 23:00:07 GMT,,SC50MA,"No special handling required, use per EULA.",dummy value,715871_785364
7340378,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7340378&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-80.35563250531187, 45.12519919362941], [-80.19077380861388, 44.58574980162908], [-75.7295664623643, 45.16577488585528], [-75.85235157864898, 45.70623381773726], [-80.35563250531187, 45.12519919362941]]]}","POLYGON ((-80.3556325053119 45.1251991936294 0,-80.1907738086139 44.5857498016291 0,-75.7295664623643 45.1657748858553 0,-75.852351578649 45.7062338177373 0,-80.3556325053119 45.1251991936294 0))",RCM3_OK1124668_PK1171490_1_SC50MA_20200716_230007_VV_VH_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7340378,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7340378&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7340378&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7340378,2020-07-17 00:46:23 GMT,GRD,RCM,ScanSAR 50m Resolution 350km Swath A,VH VV,false,2020-07-16 23:00:07 GMT,,SC50MA,"No special handling required, use per EULA.",dummy value,715871_785364
7337497,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7337497&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.37857223583231, 45.27188181417044], [-77.26374301602263, 44.8719504634448], [-75.66071856208121, 45.08696552851575], [-75.76366586363523, 45.48733813082861], [-77.37857223583231, 45.27188181417044]]]}","POLYGON ((-77.3785722358323 45.2718818141704 0,-77.2637430160226 44.8719504634448 0,-75.6607185620812 45.0869655285157 0,-75.7636658636352 45.4873381308286 0,-77.3785722358323 45.2718818141704 0))",RCM3_OK1146838_PK1170435_1_SC30MCPB_20200715_225204_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7337497,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7337497&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7337497&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7337497,2020-07-15 22:55:22 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-07-15 22:52:06 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,715508_794724
7337498,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7337498&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.37871035422053, 45.27172383248945], [-77.21478116497359, 44.69961724403787], [-75.61674210896368, 44.914460056096], [-75.76374996039054, 45.48719164855384], [-77.37871035422053, 45.27172383248945]]]}","POLYGON ((-77.3787103542205 45.2717238324894 0,-77.2147811649736 44.6996172440379 0,-75.6167421089637 44.914460056096 0,-75.7637499603905 45.4871916485538 0,-77.3787103542205 45.2717238324894 0))",RCM3_OK1136356_PK1170434_1_SC30MCPB_20200715_225204_CH_CV_SLC,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7337498,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7337498&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7337498&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7337498,2020-07-15 22:55:23 GMT,SLC,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-07-15 22:52:03 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,715508_794724
7337493,http://was-eodms.compusult.net/wes/images/No_Data_Available.png,RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/order/direct?collection=RCMImageProducts&recordId=7337493&destination=fill_me_in,"{'type': 'Polygon', 'coordinates': [[[-77.38152306390326, 45.28146888373055], [-77.21388517363644, 44.69646528021954], [-75.6147890709105, 44.91145064692537], [-75.76614929732509, 45.49696290331011], [-77.38152306390326, 45.28146888373055]]]}","POLYGON ((-77.3815230639033 45.2814688837305 0,-77.2138851736364 44.6964652802195 0,-75.6147890709105 44.9114506469254 0,-75.7661492973251 45.4969629033101 0,-77.3815230639033 45.2814688837305 0))",RCM3_OK1155344_PK1170436_1_SC30MCPB_20200715_225204_CH_CV_GRD,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=preview#?cseq=RCMImageProducts&record=7337493,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/getObject?FeatureID=62f0e816-8006-4768-8f32-6ef4008e6895-7337493&ObjectType=Thumbview&collectionId=RCMImageProducts,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/Client/?entryPoint=resultDetails&resultId=7337493&collectionId=RCMImageProducts,False,RCM Image Products,True,https://www.eodms-sgdot.nrcan-rncan.gc.ca/wes/rapi/record/RCMImageProducts/7337493,2020-07-15 22:55:35 GMT,GRD,RCM,Compact-Pol ScanSAR 30m Resolution 125km Swath B,CH CV,false,2020-07-15 22:52:03 GMT,,SC30MCPB,"No special handling required, use per EULA.",dummy value,715508_794724
